,scenario,state,reward_rudder,reward_sail,epoch,wind,x,y,speed,
1,0,1,0,0,1,0.0,240.066430259,99.7572590858,0.044411854188681106,
2,0,1,1.3043478260869565,-0.34782608695652173,1,0.0,240.151646591,99.6756714395,0.19427733959535884,
3,0,1,1.1739130434782608,-0.4782608695652174,1,0.0,240.392897926,99.7048401271,0.3447245352293247,
4,0,1,0.9130434782608696,0.043478260869565216,1,0.0,240.734782519,99.9157082598,0.4876994429377725,
5,0,1,1.4347826086956523,0.043478260869565216,1,0.0,241.118767076,100.166081091,0.3940048067951782,
6,0,1,1.4347826086956523,-0.043478260869565216,1,0.0,241.296759644,100.47903278,0.31071410911447556,
7,0,1,1.4347826086956523,-0.043478260869565216,1,0.0,241.347281809,100.754591598,0.2808312726887409,
8,0,1,1.4347826086956523,-0.08695652173913043,1,0.0,241.307797034,100.945941052,0.07856208937237207,
9,0,1,1.4347826086956523,0.13043478260869565,1,0.0,241.343288979,100.986441017,0.1829540402394429,
10,0,1,1.4347826086956523,0.13043478260869565,1,0.0,241.358181037,101.205491822,0.26232269909424677,
11,0,1,1.4347826086956523,0.08695652173913043,1,0.0,241.24957215,101.458628873,0.29631279159269047,
12,0,1,-0.2608695652173913,0.0,1,0.0,241.034989509,101.620599825,0.2388529441338326,
13,0,1,-0.13043478260869565,0.0,1,0.0,240.872787886,101.651658464,0.09530249596814723,
14,0,1,-0.13043478260869565,-0.17391304347826086,1,0.0,240.900362801,101.636612557,0.2583788286793627,
15,0,1,-0.13043478260869565,-0.13043478260869565,1,0.0,241.127332126,101.465615544,0.26109730171442885,
16,0,1,-0.13043478260869565,-0.043478260869565216,1,0.0,241.287547711,101.332895829,0.12720524049660095,
17,0,1,-0.13043478260869565,0.0,1,0.0,241.31362143,101.423494771,0.2215413331458157,
18,0,1,-0.13043478260869565,-0.13043478260869565,1,0.0,241.226673666,101.519957732,0.18559858895477602,
19,0,1,-0.13043478260869565,-0.043478260869565216,1,0.0,241.319484738,101.368702283,0.1151870745103937,
20,0,1,0.2608695652173913,-0.13043478260869565,1,0.0,241.35678304,101.382912173,0.1193475506132223,
21,0,1,0.2608695652173913,-0.13043478260869565,1,0.0,241.434314232,101.24479519,0.1947966143885346,
22,0,1,0.2608695652173913,-0.043478260869565216,1,0.0,241.555514247,101.074789115,0.16980191215913776,
23,0,1,-0.13043478260869565,0.043478260869565216,1,0.0,241.649450578,100.997236401,0.139019781487723,
24,0,1,-0.13043478260869565,0.0,1,0.0,241.604097761,101.128994354,0.20511252452333414,
25,0,1,-0.13043478260869565,0.0,1,0.0,241.456534236,101.186962826,0.10931943915744946,
26,0,1,-0.13043478260869565,-0.043478260869565216,1,0.0,241.39652253,101.177977334,0.11418411060079232,
27,0,1,-0.13043478260869565,-0.13043478260869565,1,0.0,241.530538501,101.086031536,0.27409984048557623,
28,0,1,-0.13043478260869565,-0.043478260869565216,1,0.0,241.720710179,100.949100646,0.1570677597402723,
29,0,1,-0.13043478260869565,0.0,2,0.0,241.796115885,100.970336316,0.13859269309392178,
30,0,1,0,0,2,0.0,240.066640754,99.9051969941,0.09252816192218899,
31,0,1,0.2608695652173913,0.5217391304347826,2,0.0,240.124058288,99.8611157758,0.3460039589859874,
32,0,1,0.2608695652173913,0.0,2,0.0,240.456256061,99.8881539395,0.358970742580253,
33,0,1,1.0434782608695652,-0.30434782608695654,2,0.0,240.728101377,99.6556769978,0.2797018290758874,
34,0,1,0.2608695652173913,-0.3913043478260869,2,0.0,240.921762134,99.520605617,0.3056465253474497,
35,0,1,0.13043478260869565,-0.2608695652173913,2,0.0,241.267313995,99.4051026653,0.30084402361852214,
36,0,1,0.13043478260869565,-0.2608695652173913,2,0.0,241.439511588,99.3137762827,0.09520805191780027,
37,0,1,0.5217391304347826,-0.17391304347826086,2,0.0,241.518638619,99.3666667568,0.12343542409016449,
38,0,1,0.7826086956521738,-0.08695652173913043,2,0.0,241.448261134,99.5301174896,0.15114218526743112,
39,0,1,0.2608695652173913,-0.30434782608695654,2,0.0,241.264594711,99.61310253,0.2491608334754249,
40,0,1,-0.2608695652173913,-0.17391304347826086,2,0.0,241.125935517,99.8347783165,0.27021073118788347,
41,0,1,0.0,-0.043478260869565216,2,0.0,240.9935977,100.008461759,0.11539252264980433,
42,0,1,0.6521739130434783,0.043478260869565216,2,0.0,241.019343798,99.9218228282,0.3187408779648288,
43,0,1,0.0,0.08695652173913043,2,0.0,241.332761807,99.6850760601,0.45948703650962297,
44,0,1,0.3913043478260869,0.08695652173913043,2,0.0,241.611902563,99.3166676491,0.4603541791616968,
45,0,1,-0.2608695652173913,-0.08695652173913043,2,0.0,241.933672696,98.9991066925,0.4370087745481818,
46,0,1,-0.13043478260869565,-0.13043478260869565,2,0.0,242.152152883,98.7428227297,0.2952798670299797,
47,0,1,-0.3913043478260869,-0.34782608695652173,2,0.0,242.220047384,98.5123972727,0.16035141917948137,
48,0,1,-0.2608695652173913,-0.2608695652173913,2,0.0,242.233875939,98.5169099021,0.2005286970991203,
49,0,1,-0.6521739130434783,-0.34782608695652173,2,0.0,242.124342681,98.7830894071,0.19025839481752138,
50,0,1,-0.2608695652173913,-0.17391304347826086,2,0.0,242.164827427,98.8887512256,0.1895965420077042,
51,0,1,-0.13043478260869565,-0.13043478260869565,2,0.0,242.07942449,99.168628329,0.34378033478031017,
52,0,1,-0.3913043478260869,0.0,2,0.0,241.897286009,99.3422978458,0.045637096424116196,
53,0,1,0.13043478260869565,-0.13043478260869565,2,0.0,242.057108394,99.1104928995,0.34212380097650896,
