,scenario,state,reward_rudder,reward_sail,epoch,wind,x,y,speed,
1,0,1,0,0,2,0.0,0.0,0.0,0.0,
2,0,1,0,0,2,0.0,240.230285842,99.9496937832,0.08141290990747586,
3,0,1,0.4,0.05263157894736842,2,0.0,240.32605793,99.9785287461,0.4048989885878755,
4,0,1,0.4,0.10526315789473684,2,0.0,240.731358571,100.053239222,0.4483238016247743,
5,0,1,0.4,0.05263157894736842,2,0.0,241.148311647,100.173633108,0.45172526033723776,
6,0,1,0.4,0.0,2,0.0,241.628194049,100.332890362,0.4814649273278875,
7,0,1,0.4,0.0,3,0.0,242.071087804,100.503430181,0.4715427879938497,
8,0,1,0,0,3,0.0,240.097956882,99.9650141302,0.1377909616330438,
9,0,1,0.4,0.05263157894736842,3,0.0,240.117695109,99.9816385459,0.37372406389216123,
10,0,1,0.4,0.05263157894736842,3,0.0,240.506964798,100.090459144,0.4510118519426666,
11,0,1,0.4,0.0,3,0.0,240.937227989,100.230560635,0.47578322548683477,
12,0,1,0.4,0.0,3,0.0,241.378826845,100.390395154,0.4831118467008439,
13,0,1,0.4,0.0,3,0.0,241.816088217,100.572067121,0.4784564786478691,
14,0,1,0.4,0.0,4,0.0,242.206125414,100.770107904,0.3533285883637255,
15,0,1,0,0,4,0.0,240.081086517,99.9683249244,0.10285366284001744,
16,0,1,0.4,0.05263157894736842,4,0.0,240.058949518,99.9801310408,0.29390348709387204,
17,0,1,0.4,0.0,4,0.0,240.300910813,100.069178399,0.28083805397575246,
18,0,1,0.4,0.05263157894736842,4,0.0,240.576771122,100.085569894,0.2854170915325788,
19,0,1,0.4,-0.47368421052631576,4,0.0,240.851791806,100.030326192,0.300075277802871,
20,0,1,0.4,-0.47368421052631576,4,0.0,241.104422213,99.9285972556,0.2467204555288283,
21,0,1,0.6000000000000001,-0.47368421052631576,4,0.0,241.263848236,99.7741013282,0.2622451064196711,
22,0,1,1.0,-0.3684210526315789,4,0.0,241.486861922,99.6276613308,0.1800652338893042,
23,0,1,0.2,-0.15789473684210525,4,0.0,241.617287039,99.6159113021,0.1609515313006644,
24,0,1,0.4,-0.10526315789473684,4,0.0,241.787136847,99.5730065345,0.2380467259832966,
25,0,1,0.2,-0.05263157894736842,4,0.0,242.001609388,99.3869982619,0.36477517677660026,
26,0,1,0.0,-0.47368421052631576,4,0.0,242.172607513,99.0531519725,0.26535940310253014,
27,0,1,0.0,-0.3157894736842105,4,0.0,242.253044421,98.9213191386,0.09156341171057414,
28,0,1,0.4,-0.3684210526315789,4,0.0,242.193673434,99.1445301498,0.3681335089528408,
29,0,1,-0.2,-0.10526315789473684,4,0.0,242.17633291,99.5286797925,0.28580138029879926,
30,0,1,-0.4,-0.05263157894736842,4,0.0,242.209911128,99.6230003644,0.1527822064952819,
31,0,1,0.0,0.10526315789473684,4,0.0,242.253754047,99.3248781695,0.39603737048726234,
32,0,1,-0.4,0.0,4,0.0,242.221805526,98.9035275422,0.47312626651365947,
33,0,1,-0.6000000000000001,-0.42105263157894735,4,0.0,242.075958943,98.616230841,0.1408997877648348,
34,0,1,-1.0,-0.2631578947368421,4,0.0,242.18916722,98.8161851334,0.3357142636596531,
35,0,1,-0.6000000000000001,-0.3684210526315789,4,0.0,242.33800393,99.1963448366,0.43062755274457043,
36,0,1,-0.4,-0.2631578947368421,5,0.0,242.514000064,99.5936067664,0.4696173523862216,
37,0,1,0,0,5,0.0,240.076122259,99.9354339381,0.12573854819782804,
38,0,1,0.4,0.05263157894736842,5,0.0,240.117353948,99.9129805646,0.31311768492399056,
39,0,1,0.4,0.05263157894736842,5,0.0,240.381825705,99.9272484498,0.2799794650651714,
40,0,1,0.4,-0.21052631578947367,5,0.0,240.70240267,99.9160180763,0.32022744096112377,
41,0,1,0.4,0.0,5,0.0,240.941341612,99.8312839245,0.3127959699520815,
42,0,1,0.4,0.05263157894736842,5,0.0,241.188419514,99.5468912833,0.4665859846760942,
43,0,1,0.2,-0.3684210526315789,5,0.0,241.376901418,99.1578959688,0.2534787484165191,
44,0,1,0.2,-0.21052631578947367,5,0.0,241.436320975,99.197077961,0.2761384550929537,
45,0,1,0.0,0.10526315789473684,5,0.0,241.328065357,99.479978089,0.03898427548716399,
46,0,1,-0.4,-0.15789473684210525,5,0.0,241.384115454,99.23146649,0.3461678994007065,
47,0,1,-0.4,-0.3157894736842105,5,0.0,241.366885267,99.046078438,0.07183402415432505,
48,0,1,-0.6000000000000001,-0.2631578947368421,5,0.0,241.41507269,99.3201405096,0.37702135337836495,
49,0,1,0.2,-0.10526315789473684,5,0.0,241.447967406,99.6937731876,0.3555705689469071,
50,0,1,-0.2,-0.05263157894736842,5,0.0,241.44226781,99.9757366244,0.12930889139228233,
51,0,1,-0.4,0.05263157894736842,5,0.0,241.449419885,99.9043374661,0.32857839142807405,
52,0,1,-0.6000000000000001,0.05263157894736842,5,0.0,241.378197558,99.5168807622,0.38584221041368433,
53,0,1,-0.4,0.10526315789473684,5,0.0,241.211078841,99.2534788783,0.2605342123076741,
54,0,1,-0.2,-0.10526315789473684,5,0.0,241.084574622,99.0191195585,0.2787183003364163,
55,0,1,-0.2,-0.21052631578947367,5,0.0,241.041118181,98.8694408835,0.02951676952397844,
56,0,1,-0.6000000000000001,-0.10526315789473684,5,0.0,241.146481066,98.9686410768,0.16541325678176508,
57,0,1,-0.4,-0.05263157894736842,5,0.0,241.218548433,99.0102615799,0.10456148718813442,
58,0,1,-0.4,-0.05263157894736842,5,0.0,241.139261095,98.7265835369,0.42193834790429685,
